feature_index,feature_name,class_0_mean,class_1_mean,class_0_std,class_1_std,mean_diff_class1_minus_class0,cohens_d,abs_cohens_d,raw_auc,separability_auc,auc_distance_from_random,mannwhitney_stat,mannwhitney_p,mannwhitney_q_fdr,mutual_information,mean_abs_corr_to_other_features,max_abs_corr_to_other_features,redundancy_penalty,abs_d_norm,auc_norm,mi_norm,fdr_score,feature_score_raw,feature_score
238,C3_smooth_532_high_alpha_relpower,0.12771390814634548,-0.1305054689801459,0.9642043642668211,1.0241874964739925,-0.25821937712649135,-0.25969384093094283,0.25969384093094283,0.4337979603167646,0.5662020396832355,0.13240407936647092,19376.0,0.02766236749621247,0.24525599638982284,0.0,0.220936084561338,0.9986627026507925,0.779063915438662,0.7604131269971279,0.13240407936647092,0.0,0.7547440036101771,0.3879604225882773,0.36224608556885246
189,C3_Cz_C4_mean_low_alpha_relpower,-0.1100047867413945,0.11240926295432015,0.9646512571662231,1.02801970892086,0.22241404969571466,0.22319638252911347,0.22319638252911347,0.5559159580374624,0.5559159580374624,0.11183191607492482,15197.0,0.06291016254758514,0.32448399629807073,0.024935870880117728,0.21473984959642503,0.9931153947475584,0.785260150403575,0.6535438175806808,0.11183191607492482,0.2537089438468923,0.6755160037019292,0.38617489591903337,0.36129675419876284
244,C4_smooth_532_alpha_relpower,0.09387484693574269,-0.09592675615838124,0.9591295927532396,1.0365867710871612,-0.18980160309412392,-0.19014600966210837,0.19014600966210837,0.45492533824259956,0.5450746617574005,0.09014932351480098,18653.0,0.13383776270390704,0.4813247979810235,0.0534241832654887,0.2231086998477978,0.9981333653090745,0.7768913001522022,0.5567680233495986,0.09014932351480098,0.5435620507233699,0.5186752020189764,0.3870010017491115,0.3610980146470996
57,C4_clean_025Cz_hjorth_mobility,0.130151694140572,-0.13299653991413027,0.9466280796264582,1.0401815237401868,-0.2631482340547023,-0.26473732610991557,0.26473732610991557,0.43297974927675986,0.5670202507232401,0.13404050144648028,19404.0,0.02579638810771699,0.24525599638982284,0.0,0.2817806439242016,0.9683713953584404,0.7182193560757983,0.7751811081588488,0.13404050144648028,0.0,0.7547440036101771,0.39370196372288285,0.36042068586726583
198,C3_smooth_421_high_alpha_relpower,0.126667967259238,-0.12943666599714684,0.9615328414241016,1.0270201943223305,-0.2561046332563849,-0.2575314213244356,0.2575314213244356,0.43426550948248155,0.5657344905175185,0.1314689810350369,19360.0,0.028780040392683295,0.24525599638982284,0.0,0.221262306519063,0.9986627026507925,0.778737693480937,0.7540812808868677,0.1314689810350369,0.0,0.7547440036101771,0.3854169920336843,0.35983351624498056
230,C4_smooth_611_high_alpha_relpower,0.12228083757572068,-0.12495364276863394,0.9790642989139564,1.0110737546130582,-0.24723448034435463,-0.24847092842846394,0.24847092842846394,0.4337687384939073,0.5662312615060927,0.13246252301218542,19377.0,0.027593773154686665,0.24525599638982284,0.0048122332564797254,0.23106767574612933,0.9856982874075308,0.7689323242538707,0.7275509781982678,0.13246252301218542,0.04896185992123641,0.7547440036101771,0.3862714977689236,0.3594950406099912
60,C4_clean_025Cz_alpha_relpower,0.12644442914525486,-0.1292082418041729,0.9276531734806533,1.0584421182297665,-0.2556526709494278,-0.2570693858315486,0.2570693858315486,0.43400251307676574,0.5659974869232343,0.13199497384646852,19369.0,0.02814665807904858,0.24525599638982284,0.0,0.23852092219984047,0.9708679513310279,0.7614790778001596,0.7527283808162082,0.13199497384646852,0.0,0.7547440036101771,0.38512757449295454,0.35756927922316034
245,C4_smooth_532_low_alpha_relpower,-0.10463579660926631,0.10692291784662791,0.9740933713015321,1.0200540936101918,0.21155871445589422,0.21217640894142836,0.21217640894142836,0.5546886414774553,0.5546886414774553,0.10937728295491067,15239.0,0.06891244703734986,0.35082700309923565,0.029027736221982847,0.21847538739182693,0.9984284657132343,0.7815246126081731,0.6212759003427953,0.10937728295491067,0.29534145145969243,0.6491729969007644,0.37971420413621204,0.35482674178216056
18,C4_hjorth_complexity,-0.1174419130223931,0.12000894937260533,0.9024514900466505,1.082587746079809,0.2374508623949984,0.23849488077262412,0.23849488077262412,0.5741211536775663,0.5741211536775663,0.14824230735513266,14574.0,0.013681878764241496,0.242248577086696,0.0,0.19683562797851123,0.9552457673589532,0.8031643720214887,0.6983398119864382,0.14824230735513266,0.0,0.757751422913304,0.37207888406088024,0.3501073698203801
222,C3_smooth_611_high_alpha_relpower,0.12223615442067691,-0.12490798293260508,0.961554884129014,1.0281141640408946,-0.247144137353282,-0.24837872558636656,0.24837872558636656,0.4353174951053447,0.5646825048946553,0.12936500978931065,19324.0,0.03143777780148107,0.24886795238956821,0.0,0.2253255506666295,0.987881668041403,0.7746744493333705,0.7272809962736994,0.12936500978931065,0.0,0.7511320476104317,0.3749393068830966,0.3495942851460972
205,Cz_smooth_211_low_alpha_relpower,-0.12183564453774197,0.1244987187352904,0.9746226896392495,1.0155609957848941,0.24633436327303238,0.247552350977516,0.247552350977516,0.5628415300546448,0.5628415300546448,0.12568306010928953,14960.0,0.0365964078021664,0.2608325792445314,0.0,0.19854561700911655,0.9798196797110583,0.8014543829908835,0.7248612638420646,0.12568306010928953,0.0,0.7391674207554686,0.3716072554585208,0.3494729579124979
350,C3_dominant_asym_70_30_high_alpha_relpower,0.11713091037029393,-0.11969114884833376,0.9955155382316002,0.9958078391288477,-0.2368220592186277,-0.23785432061234135,0.23785432061234135,0.4385318956196488,0.5614681043803512,0.12293620876070244,19214.0,0.040899774212248316,0.28127564019651474,0.006776110220356957,0.21850122813710213,0.9400769100584493,0.7814987718628978,0.6964641684494166,0.12293620876070244,0.06894324147177247,0.7187243598034853,0.3724512162982447,0.34803690184354746
166,C3_C4_mean_high_alpha_relpower,0.11880661051085618,-0.12140347631437301,0.9740799840541912,1.016837842981707,-0.2402100868252292,-0.2413065583286431,0.2413065583286431,0.4359603752082055,0.5640396247917945,0.12807924958358896,19302.0,0.033163477659755365,0.24886795238956821,0.0013392422834888063,0.23143158351050508,0.9798630196344827,0.7685684164894949,0.7065727698928554,0.12807924958358896,0.013626062908833973,0.7511320476104317,0.3699666241595655,0.34428003565698023
28,C3_clean_025Cz_alpha_relpower,0.11502915561319307,-0.11754345409654257,0.9756844137499661,1.0161678822789602,-0.23257260970973564,-0.23352730882273134,0.23352730882273134,0.43487916776248503,0.565120832237515,0.13024166447502994,19339.0,0.0303058309593132,0.24871342033847157,0.004241269214153798,0.23094344326326338,0.9690646653059752,0.7690565567367367,0.6837941146417994,0.13024166447502994,0.04315261087397075,0.7512865796615285,0.36867170283183726,0.3431290090861227
173,C3_Cz_mean_low_alpha_relpower,-0.11948658664876925,0.12209831531868752,0.9744663697373777,1.0162938315850705,0.24158490196745677,0.2427080371553215,0.2427080371553215,0.5617895444317816,0.5617895444317816,0.12357908886356328,14996.0,0.03985593935537735,0.2789915754876415,0.0,0.19718276639066254,0.9777806816831972,0.8028172336093374,0.7106764823409909,0.12357908886356328,0.0,0.7210084245123585,0.36409029237282975,0.3425525930530118
181,C4_Cz_mean_low_alpha_relpower,-0.11884588725346314,0.12144361156501446,0.9874120361531403,1.003600694110551,0.2402894988184776,0.24138750086525762,0.24138750086525762,0.560971333391777,0.560971333391777,0.12194266678355392,15024.0,0.0425584972721967,0.28276154119832386,0.0,0.1982769143505217,0.9798196797110583,0.8017230856494784,0.7068097801771106,0.12194266678355392,0.0,0.7172384588016761,0.36178720231640016,0.340266987278359
36,C3_clean_050Cz_alpha_relpower,0.11187020838589885,-0.11431545884242433,0.9894410339212356,1.0032240748086583,-0.22618566722832317,-0.22702988257740478,0.22702988257740478,0.427807486631016,0.572192513368984,0.14438502673796805,19581.0,0.016334998321272092,0.242248577086696,0.0027261586704050433,0.2226519606526733,0.9999999999999998,0.7773480393473267,0.6647688047646726,0.14438502673796805,0.027737183928835223,0.757751422913304,0.36452642010302166,0.3401776634593303
92,C3_clean_alpha_relpower,0.11187020838589885,-0.11431545884242433,0.9894410339212356,1.0032240748086583,-0.22618566722832317,-0.22702988257740478,0.22702988257740478,0.427807486631016,0.572192513368984,0.14438502673796805,19581.0,0.016334998321272092,0.242248577086696,0.0027261586704050433,0.2226519606526733,0.9999999999999998,0.7773480393473267,0.6647688047646726,0.14438502673796805,0.027737183928835223,0.757751422913304,0.36452642010302166,0.3401776634593303
260,C4_laplacian_simple_alpha_relpower,0.09251833703766082,-0.094540595770724,0.9038460759819242,1.0864128115524418,-0.18705893280838481,-0.1873739382860271,0.1873739382860271,0.4657081908769469,0.5342918091230531,0.06858361824610615,18284.0,0.25412174473506943,0.6265139870197939,0.05315854910279594,0.20429838237233633,0.9599709674856366,0.7957016176276637,0.5486510374939463,0.06858361824610615,0.5408593673805487,0.3734860129802061,0.36155260428314867,0.33939322062388283
354,C4_dominant_asym_70_30_hjorth_complexity,-0.1048862724391789,0.1071788685580634,0.9012352330285106,1.086295173545533,0.2120651409972423,0.21269008171682846,0.21269008171682846,0.5850793372490577,0.5850793372490577,0.1701586744981154,14199.0,0.004653559546183951,0.21111158467627456,0.0,0.17612589446789756,0.9235729796857315,0.8238741055321024,0.6227800010987616,0.1701586744981154,0.0,0.7888884153237254,0.3564173779912795,0.3375850791404944
284,C4_laplacian_strong_alpha_relpower,0.09623467494289244,-0.09833816510557901,0.9012682439709553,1.0879297368618892,-0.19457284004847145,-0.19497100608732076,0.19497100608732076,0.45851962245404865,0.5414803775459514,0.0829607550919027,18530.0,0.16772301978191562,0.5134640397719116,0.03918875013299661,0.20413486583754598,0.9737187795155078,0.7958651341624541,0.5708962409975822,0.0829607550919027,0.39872424968521447,0.4865359602280884,0.3572483945911714,0.3353703386610072
65,C4_clean_050Cz_hjorth_mobility,0.11312486872745209,-0.11559754345373915,0.9218343421010541,1.0667366144558796,-0.22872241218119124,-0.22960964404126105,0.22960964404126105,0.4423015107682418,0.5576984892317582,0.11539697846351649,19085.0,0.05496784227091737,0.3122212685135621,0.010137816082062434,0.27527775867650955,0.9999999999999998,0.7247222413234904,0.6723226821625482,0.11539697846351649,0.10314677291439185,0.6877787314864379,0.36510910895064486,0.3349571837953515
97,C4_clean_hjorth_mobility,0.11312486872745209,-0.11559754345373915,0.9218343421010541,1.0667366144558796,-0.22872241218119124,-0.22960964404126105,0.22960964404126105,0.4423015107682418,0.5576984892317582,0.11539697846351649,19085.0,0.05496784227091737,0.3122212685135621,0.010137816082062434,0.27527775867650955,0.9999999999999998,0.7247222413234904,0.6723226821625482,0.11539697846351649,0.10314677291439185,0.6877787314864379,0.36510910895064486,0.3349571837953515
376,C3_minus_C4_logvar_diff,-0.08566033182564609,0.08753268880544164,1.1010807024871607,0.8824393949775694,0.1731930206310877,0.1733755117858286,0.1733755117858286,0.568043014523246,0.568043014523246,0.13608602904649203,14782.0,0.02361778895496576,0.24525599638982284,0.02316521093221291,0.12856970725825623,0.9475401310602289,0.8714302927417438,0.5076618223951184,0.13608602904649203,0.23569344050014077,0.7547440036101771,0.34792483646560945,0.33450505815393144
